# TODO - no fixing series required
Reference,Date,Value
AED-EIBOR-3M,2006-09-05,0.0555
AED-EIBOR-3M,2006-09-06,0.0551
AED-EIBOR-3M,2006-09-07,0.0551
AED-EIBOR-3M,2006-09-11,0.0552667
AED-EIBOR-3M,2006-09-12,0.0553
AED-EIBOR-3M,2006-09-13,0.0553
AED-EIBOR-3M,2006-09-14,0.0553
AED-EIBOR-3M,2006-09-18,0.0553
AED-EIBOR-3M,2006-09-19,0.0554667
AED-EIBOR-3M,2006-09-20,0.0555
AED-EIBOR-3M,2006-09-21,0.0555
AED-EIBOR-3M,2006-09-24,0.0551
AED-EIBOR-3M,2006-09-25,0.0551
AED-EIBOR-3M,2006-09-26,0.055
AED-EIBOR-3M,2006-09-27,0.055
AED-EIBOR-3M,2006-09-28,0.055
AED-EIBOR-3M,2006-10-01,0.055
AED-EIBOR-3M,2006-10-02,0.055
AED-EIBOR-3M,2006-10-03,0.055
AED-EIBOR-3M,2006-10-04,0.055
AED-EIBOR-3M,2006-10-05,0.055
AED-EIBOR-3M,2006-10-08,0.055
AED-EIBOR-3M,2006-10-09,0.055
AED-EIBOR-3M,2006-10-10,0.055
AED-EIBOR-3M,2006-10-11,0.055
AED-EIBOR-3M,2006-10-12,0.055
AED-EIBOR-3M,2006-10-15,0.055
AED-EIBOR-3M,2006-10-16,0.055
AED-EIBOR-3M,2006-10-17,0.055
AED-EIBOR-3M,2006-10-18,0.055
AED-EIBOR-3M,2006-10-19,0.055
AED-EIBOR-3M,2006-10-22,0.055
AED-EIBOR-3M,2006-10-26,0.055
AED-EIBOR-3M,2006-10-29,0.055
AED-EIBOR-3M,2006-10-30,0.055
AED-EIBOR-3M,2006-10-31,0.055
AED-EIBOR-3M,2006-11-01,0.055
AED-EIBOR-3M,2006-11-02,0.055
AED-EIBOR-3M,2006-11-05,0.055
AED-EIBOR-3M,2006-11-06,0.055
AED-EIBOR-3M,2006-11-07,0.055
AED-EIBOR-3M,2006-11-08,0.055
AED-EIBOR-3M,2006-11-09,0.055
AED-EIBOR-3M,2006-11-12,0.055
AED-EIBOR-3M,2006-11-13,0.055
AED-EIBOR-3M,2006-11-14,0.055
AED-EIBOR-3M,2006-11-15,0.055
AED-EIBOR-3M,2006-11-16,0.055
AED-EIBOR-3M,2006-11-19,0.055
AED-EIBOR-3M,2006-11-20,0.055
AED-EIBOR-3M,2006-11-21,0.055
AED-EIBOR-3M,2006-11-22,0.055
AED-EIBOR-3M,2006-11-23,0.055
AED-EIBOR-3M,2006-11-26,0.055
AED-EIBOR-3M,2006-11-27,0.055
AED-EIBOR-3M,2006-11-28,0.055
AED-EIBOR-3M,2006-11-29,0.055
AED-EIBOR-3M,2006-11-30,0.055
AED-EIBOR-3M,2006-12-04,0.055
AED-EIBOR-3M,2006-12-05,0.055
AED-EIBOR-3M,2006-12-06,0.055
AED-EIBOR-3M,2006-12-07,0.055
AED-EIBOR-3M,2006-12-10,0.055
AED-EIBOR-3M,2006-12-11,0.055
AED-EIBOR-3M,2006-12-12,0.055
AED-EIBOR-3M,2006-12-13,0.055
AED-EIBOR-3M,2006-12-14,0.055
AED-EIBOR-3M,2006-12-18,0.055
AED-EIBOR-3M,2006-12-19,0.055
AED-EIBOR-3M,2006-12-20,0.05525
AED-EIBOR-3M,2006-12-21,0.0553
AED-EIBOR-3M,2006-12-25,0.055
AED-EIBOR-3M,2006-12-26,0.0553
AED-EIBOR-3M,2006-12-27,0.0553
AED-EIBOR-3M,2006-12-28,0.0553
AED-EIBOR-3M,2007-01-07,0.055
AED-EIBOR-3M,2007-01-08,0.055
AED-EIBOR-3M,2007-01-09,0.055
AED-EIBOR-3M,2007-01-10,0.055
AED-EIBOR-3M,2007-01-11,0.055
AED-EIBOR-3M,2007-01-15,0.055
AED-EIBOR-3M,2007-01-16,0.055
AED-EIBOR-3M,2007-01-17,0.055
AED-EIBOR-3M,2007-01-18,0.0551
AED-EIBOR-3M,2007-01-22,0.0551
AED-EIBOR-3M,2007-01-23,0.0551
AED-EIBOR-3M,2007-01-24,0.0551
AED-EIBOR-3M,2007-01-25,0.0551
AED-EIBOR-3M,2007-01-28,0.0551
AED-EIBOR-3M,2007-01-29,0.0551
AED-EIBOR-3M,2007-01-30,0.0551
AED-EIBOR-3M,2007-01-31,0.0552667
AED-EIBOR-3M,2007-02-01,0.0553
AED-EIBOR-3M,2007-02-04,0.0551571
AED-EIBOR-3M,2007-02-05,0.0551571
AED-EIBOR-3M,2007-02-06,0.0552
AED-EIBOR-3M,2007-02-07,0.0551286
AED-EIBOR-3M,2007-02-08,0.0551286
AED-EIBOR-3M,2007-02-12,0.0551286
AED-EIBOR-3M,2007-02-13,0.0551143
AED-EIBOR-3M,2007-02-14,0.0551143
AED-EIBOR-3M,2007-02-15,0.0551143
AED-EIBOR-3M,2007-02-18,0.0551
AED-EIBOR-3M,2007-02-19,0.0551
AED-EIBOR-3M,2007-02-20,0.0551
AED-EIBOR-3M,2007-02-21,0.0551
AED-EIBOR-3M,2007-02-22,0.0551
AED-EIBOR-3M,2007-02-25,0.0551
AED-EIBOR-3M,2007-02-26,0.0551
AED-EIBOR-3M,2007-02-27,0.0551
AED-EIBOR-3M,2007-02-28,0.0551
AED-EIBOR-3M,2007-03-01,0.0550143
AED-EIBOR-3M,2007-03-04,0.0550143
AED-EIBOR-3M,2007-03-05,0.0550143
AED-EIBOR-3M,2007-03-06,0.055
AED-EIBOR-3M,2007-03-07,0.055
AED-EIBOR-3M,2007-03-08,0.0547
AED-EIBOR-3M,2007-03-12,0.0547143
AED-EIBOR-3M,2007-03-14,0.055
AED-EIBOR-3M,2007-03-15,0.0551
AED-EIBOR-3M,2007-03-18,0.055
AED-EIBOR-3M,2007-03-19,0.055
AED-EIBOR-3M,2007-03-20,0.055
AED-EIBOR-3M,2007-03-21,0.0549286
AED-EIBOR-3M,2007-03-22,0.0545
AED-EIBOR-3M,2007-03-26,0.0545
AED-EIBOR-3M,2007-03-28,0.054
AED-EIBOR-3M,2007-03-29,0.054
AED-EIBOR-3M,2007-04-01,0.0536429
AED-EIBOR-3M,2007-04-02,0.0536429
AED-EIBOR-3M,2007-04-03,0.0535286
AED-EIBOR-3M,2007-04-04,0.0535286
AED-EIBOR-3M,2007-04-05,0.0535429
AED-EIBOR-3M,2007-04-09,0.054
AED-EIBOR-3M,2007-04-10,0.0540714
AED-EIBOR-3M,2007-04-11,0.0540857
AED-EIBOR-3M,2007-04-12,0.0540857
AED-EIBOR-3M,2007-04-16,0.0540714
AED-EIBOR-3M,2007-04-17,0.0540714
AED-EIBOR-3M,2007-04-19,0.054
AED-EIBOR-3M,2007-04-22,0.054
AED-EIBOR-3M,2007-04-23,0.054
AED-EIBOR-3M,2007-04-24,0.054
AED-EIBOR-3M,2007-04-25,0.054
AED-EIBOR-3M,2007-04-26,0.054
AED-EIBOR-3M,2007-04-29,0.054
AED-EIBOR-3M,2007-04-30,0.054
AED-EIBOR-3M,2007-05-01,0.054
AED-EIBOR-3M,2007-05-02,0.054
AED-EIBOR-3M,2007-05-03,0.054
AED-EIBOR-3M,2007-05-07,0.054
AED-EIBOR-3M,2007-05-08,0.054
AED-EIBOR-3M,2007-05-09,0.054
AED-EIBOR-3M,2007-05-10,0.054
AED-EIBOR-3M,2007-05-14,0.054
AED-EIBOR-3M,2007-05-15,0.054
AED-EIBOR-3M,2007-05-16,0.054
AED-EIBOR-3M,2007-05-17,0.054
AED-EIBOR-3M,2007-05-20,0.054
AED-EIBOR-3M,2007-05-21,0.054
AED-EIBOR-3M,2007-05-22,0.054
AED-EIBOR-3M,2007-05-23,0.054
AED-EIBOR-3M,2007-05-24,0.054
AED-EIBOR-3M,2007-05-28,0.054
AED-EIBOR-3M,2007-05-29,0.054
AED-EIBOR-3M,2007-05-30,0.054
AED-EIBOR-3M,2007-05-31,0.0535714
AED-EIBOR-3M,2007-06-03,0.0535
AED-EIBOR-3M,2007-06-04,0.0535
AED-EIBOR-3M,2007-06-05,0.0535
AED-EIBOR-3M,2007-06-06,0.0535
AED-EIBOR-3M,2007-06-10,0.053
AED-EIBOR-3M,2007-06-11,0.053
AED-EIBOR-3M,2007-06-12,0.053
AED-EIBOR-3M,2007-06-13,0.053
AED-EIBOR-3M,2007-06-14,0.053
AED-EIBOR-3M,2007-06-18,0.0521429
AED-EIBOR-3M,2007-06-19,0.0520714
AED-EIBOR-3M,2007-06-20,0.0520714
AED-EIBOR-3M,2007-06-21,0.052
AED-EIBOR-3M,2007-06-24,0.052
AED-EIBOR-3M,2007-06-25,0.052
AED-EIBOR-3M,2007-06-26,0.052
AED-EIBOR-3M,2007-06-27,0.052
AED-EIBOR-3M,2007-06-28,0.052
AED-EIBOR-3M,2007-07-02,0.052
AED-EIBOR-3M,2007-07-03,0.052
AED-EIBOR-3M,2007-07-04,0.052
AED-EIBOR-3M,2007-07-05,0.052
AED-EIBOR-3M,2007-07-08,0.052
AED-EIBOR-3M,2007-07-09,0.052
AED-EIBOR-3M,2007-07-10,0.052
AED-EIBOR-3M,2007-07-11,0.052
AED-EIBOR-3M,2007-07-12,0.052
AED-EIBOR-3M,2007-07-16,0.052
AED-EIBOR-3M,2007-07-17,0.052
AED-EIBOR-3M,2007-07-18,0.052
AED-EIBOR-3M,2007-07-19,0.052
AED-EIBOR-3M,2007-07-22,0.052
AED-EIBOR-3M,2007-07-23,0.052
AED-EIBOR-3M,2007-07-26,0.052
AED-EIBOR-3M,2007-07-31,0.052
AED-EIBOR-3M,2007-08-01,0.052
AED-EIBOR-3M,2007-08-02,0.052
AED-EIBOR-3M,2007-08-06,0.052
AED-EIBOR-3M,2007-08-07,0.052
AED-EIBOR-3M,2007-08-09,0.052
AED-EIBOR-3M,2007-08-13,0.0522143
AED-EIBOR-3M,2007-08-14,0.0521429
AED-EIBOR-3M,2007-08-20,0.0521429
AED-EIBOR-3M,2007-08-21,0.0521429
AED-EIBOR-3M,2007-08-23,0.0522143
AED-EIBOR-3M,2007-08-28,0.0527143
AED-EIBOR-3M,2007-08-29,0.0526429
AED-EIBOR-3M,2007-08-30,0.0526429
AED-EIBOR-3M,2007-09-03,0.0527143
AED-EIBOR-3M,2007-09-04,0.0531429
AED-EIBOR-3M,2007-09-05,0.0534286
AED-EIBOR-3M,2007-09-06,0.0535714
AED-EIBOR-3M,2007-09-10,0.0535714
AED-EIBOR-3M,2007-09-11,0.0537143
AED-EIBOR-3M,2007-09-12,0.0537857
AED-EIBOR-3M,2007-09-13,0.0537857
AED-EIBOR-3M,2007-09-17,0.0539286
AED-EIBOR-3M,2007-09-18,0.0539286
AED-EIBOR-3M,2007-09-19,0.0540714
AED-EIBOR-3M,2007-09-20,0.0529286
AED-EIBOR-3M,2007-09-24,0.0520714
AED-EIBOR-3M,2007-09-25,0.0522143
AED-EIBOR-3M,2007-09-27,0.0517143
AED-EIBOR-3M,2007-10-02,0.0520714
AED-EIBOR-3M,2007-10-03,0.0520714
AED-EIBOR-3M,2007-10-04,0.0522143
AED-EIBOR-3M,2007-10-08,0.0523571
AED-EIBOR-3M,2007-10-09,0.0524286
AED-EIBOR-3M,2007-10-10,0.0526429
AED-EIBOR-3M,2007-10-11,0.0526429
AED-EIBOR-3M,2007-10-16,0.0527143
AED-EIBOR-3M,2007-10-18,0.0527857
AED-EIBOR-3M,2007-10-22,0.0525714
AED-EIBOR-3M,2007-10-23,0.0524286
AED-EIBOR-3M,2007-10-24,0.0523429
AED-EIBOR-3M,2007-10-25,0.0522
AED-EIBOR-3M,2007-10-30,0.0512429
AED-EIBOR-3M,2007-10-31,0.0511714
AED-EIBOR-3M,2007-11-05,0.0493571
AED-EIBOR-3M,2007-11-06,0.0497143
AED-EIBOR-3M,2007-11-07,0.0495714
AED-EIBOR-3M,2007-11-08,0.0496429
AED-EIBOR-3M,2007-11-12,0.0493571
AED-EIBOR-3M,2007-11-13,0.0493571
AED-EIBOR-3M,2007-11-14,0.0492143
AED-EIBOR-3M,2007-11-15,0.0492143
AED-EIBOR-3M,2007-11-19,0.0492143
AED-EIBOR-3M,2007-11-20,0.0493571
AED-EIBOR-3M,2007-11-21,0.0493571
AED-EIBOR-3M,2007-11-22,0.0493571
AED-EIBOR-3M,2007-11-26,0.0491429
AED-EIBOR-3M,2007-11-27,0.0493571
AED-EIBOR-3M,2007-11-29,0.0491429
AED-EIBOR-3M,2007-12-04,0.0491429
AED-EIBOR-3M,2007-12-05,0.049
AED-EIBOR-3M,2007-12-06,0.0482857
AED-EIBOR-3M,2007-12-10,0.0480714
AED-EIBOR-3M,2007-12-11,0.0480714
AED-EIBOR-3M,2007-12-12,0.0482857
AED-EIBOR-3M,2007-12-13,0.0476071
AED-EIBOR-3M,2007-12-18,0.0472143
AED-EIBOR-3M,2007-12-20,0.0472143
AED-EIBOR-3M,2007-12-24,0.0468929
AED-EIBOR-3M,2007-12-25,0.0468929
AED-EIBOR-3M,2007-12-26,0.04675
AED-EIBOR-3M,2007-12-27,0.0466789
AED-EIBOR-3M,2007-12-31,0.0457857
AED-EIBOR-3M,2008-01-02,0.0455357
AED-EIBOR-3M,2008-01-03,0.0453929
AED-EIBOR-3M,2008-01-06,0.0451071
AED-EIBOR-3M,2008-01-07,0.0451071
AED-EIBOR-3M,2008-01-08,0.0452214
AED-EIBOR-3M,2008-01-09,0.0449357
AED-EIBOR-3M,2008-01-13,0.04415
AED-EIBOR-3M,2008-01-14,0.0439714
AED-EIBOR-3M,2008-01-15,0.0436143
AED-EIBOR-3M,2008-01-16,0.0427143
AED-EIBOR-3M,2008-01-17,0.0426429
AED-EIBOR-3M,2008-01-20,0.0420714
AED-EIBOR-3M,2008-01-21,0.0415
AED-EIBOR-3M,2008-01-22,0.0415
AED-EIBOR-3M,2008-01-23,0.0362857
AED-EIBOR-3M,2008-01-24,0.036
AED-EIBOR-3M,2008-01-27,0.0356429
AED-EIBOR-3M,2008-01-28,0.0356429
AED-EIBOR-3M,2008-01-29,0.0339286
AED-EIBOR-3M,2008-01-30,0.0337857
AED-EIBOR-3M,2008-01-31,0.032
AED-EIBOR-3M,2008-02-03,0.0317143
AED-EIBOR-3M,2008-02-04,0.0317143
AED-EIBOR-3M,2008-02-05,0.0306429
AED-EIBOR-3M,2008-02-06,0.0302143
AED-EIBOR-3M,2008-02-07,0.0302143
AED-EIBOR-3M,2008-02-10,0.0302143
AED-EIBOR-3M,2008-02-11,0.0302143
AED-EIBOR-3M,2008-02-12,0.0288571
AED-EIBOR-3M,2008-02-13,0.0289286
AED-EIBOR-3M,2008-02-14,0.0281429
AED-EIBOR-3M,2008-02-17,0.0280357
AED-EIBOR-3M,2008-02-18,0.0278929
AED-EIBOR-3M,2008-02-19,0.02775
AED-EIBOR-3M,2008-02-20,0.02775
AED-EIBOR-3M,2008-02-21,0.0275714
AED-EIBOR-3M,2008-02-24,0.0275714
AED-EIBOR-3M,2008-02-25,0.0275714
AED-EIBOR-3M,2008-02-26,0.0275714
AED-EIBOR-3M,2008-02-27,0.0263571
AED-EIBOR-3M,2008-02-28,0.0262857
AED-EIBOR-3M,2008-03-02,0.0256429
AED-EIBOR-3M,2008-03-03,0.0255
AED-EIBOR-3M,2008-03-04,0.0255
AED-EIBOR-3M,2008-03-05,0.0254286
AED-EIBOR-3M,2008-03-06,0.0254286
AED-EIBOR-3M,2008-03-09,0.0253571
AED-EIBOR-3M,2008-03-10,0.025
AED-EIBOR-3M,2008-03-11,0.025
AED-EIBOR-3M,2008-03-12,0.0242143
AED-EIBOR-3M,2008-03-13,0.0241429
AED-EIBOR-3M,2008-03-16,0.0234286
AED-EIBOR-3M,2008-03-17,0.0226429
AED-EIBOR-3M,2008-03-18,0.0226429
AED-EIBOR-3M,2008-03-19,0.0202143
AED-EIBOR-3M,2008-03-20,0.0220429
AED-EIBOR-3M,2008-03-23,0.0202143
AED-EIBOR-3M,2008-03-24,0.0197857
AED-EIBOR-3M,2008-03-25,0.0197857
AED-EIBOR-3M,2008-03-26,0.0197857
AED-EIBOR-3M,2008-03-27,0.0199286
AED-EIBOR-3M,2008-03-30,0.01975
AED-EIBOR-3M,2008-03-31,0.0190357
AED-EIBOR-3M,2008-04-01,0.0190357
AED-EIBOR-3M,2008-04-02,0.0188214
AED-EIBOR-3M,2008-04-03,0.0188214
AED-EIBOR-3M,2008-04-06,0.0186786
AED-EIBOR-3M,2008-04-07,0.0186786
AED-EIBOR-3M,2008-04-08,0.0186786
AED-EIBOR-3M,2008-04-09,0.0188929
AED-EIBOR-3M,2008-04-10,0.0188929
AED-EIBOR-3M,2008-04-13,0.0188214
AED-EIBOR-3M,2008-04-14,0.0186786
AED-EIBOR-3M,2008-04-15,0.0186786
AED-EIBOR-3M,2008-04-16,0.0186071
AED-EIBOR-3M,2008-04-17,0.0187143
AED-EIBOR-3M,2008-04-20,0.0190714
AED-EIBOR-3M,2008-04-21,0.0194286
AED-EIBOR-3M,2008-04-22,0.0195
AED-EIBOR-3M,2008-04-23,0.0194286
AED-EIBOR-3M,2008-04-24,0.0191786
AED-EIBOR-3M,2008-04-27,0.0191786
AED-EIBOR-3M,2008-04-28,0.0190357
AED-EIBOR-3M,2008-04-29,0.0187813
AED-EIBOR-3M,2008-04-30,0.0191875
AED-EIBOR-3M,2008-05-01,0.0191875
AED-EIBOR-3M,2008-05-04,0.0193125
AED-EIBOR-3M,2008-05-05,0.0193125
AED-EIBOR-3M,2008-05-06,0.019375
AED-EIBOR-3M,2008-05-07,0.0195
AED-EIBOR-3M,2008-05-08,0.0194375
AED-EIBOR-3M,2008-05-11,0.0194375
AED-EIBOR-3M,2008-05-12,0.01925
AED-EIBOR-3M,2008-05-13,0.019125
AED-EIBOR-3M,2008-05-14,0.019125
AED-EIBOR-3M,2008-05-15,0.019
AED-EIBOR-3M,2008-05-18,0.0190625
AED-EIBOR-3M,2008-05-19,0.019
AED-EIBOR-3M,2008-05-20,0.0189375
AED-EIBOR-3M,2008-05-21,0.0189375
AED-EIBOR-3M,2008-05-22,0.018875
AED-EIBOR-3M,2008-05-25,0.018875
AED-EIBOR-3M,2008-05-26,0.018875
AED-EIBOR-3M,2008-05-27,0.018875
AED-EIBOR-3M,2008-05-28,0.018875
AED-EIBOR-3M,2008-05-29,0.0188125
AED-EIBOR-3M,2008-06-01,0.0188125
AED-EIBOR-3M,2008-06-02,0.0188125
AED-EIBOR-3M,2008-06-03,0.0188125
AED-EIBOR-3M,2008-06-04,0.01875
AED-EIBOR-3M,2008-06-05,0.01875
AED-EIBOR-3M,2008-06-08,0.01875
AED-EIBOR-3M,2008-06-09,0.01875
AED-EIBOR-3M,2008-06-10,0.018875
AED-EIBOR-3M,2008-06-11,0.0189063
AED-EIBOR-3M,2008-06-12,0.0190938
AED-EIBOR-3M,2008-06-15,0.0192188
AED-EIBOR-3M,2008-06-16,0.0197188
AED-EIBOR-3M,2008-06-17,0.0202188
AED-EIBOR-3M,2008-06-18,0.0203438
AED-EIBOR-3M,2008-06-19,0.0203438
AED-EIBOR-3M,2008-06-22,0.0204688
AED-EIBOR-3M,2008-06-23,0.0205938
AED-EIBOR-3M,2008-06-24,0.0207813
AED-EIBOR-3M,2008-06-25,0.0209063
AED-EIBOR-3M,2008-06-26,0.0211688
AED-EIBOR-3M,2008-06-29,0.0211688
AED-EIBOR-3M,2008-06-30,0.0212563
AED-EIBOR-3M,2008-07-01,0.0212563
AED-EIBOR-3M,2008-07-02,0.02175
AED-EIBOR-3M,2008-07-03,0.022125
AED-EIBOR-3M,2008-07-07,0.0222969
AED-EIBOR-3M,2008-07-08,0.0222969
AED-EIBOR-3M,2008-07-09,0.0229625
AED-EIBOR-3M,2008-07-10,0.0231625
AED-EIBOR-3M,2008-07-14,0.0234375
AED-EIBOR-3M,2008-07-15,0.023875
AED-EIBOR-3M,2008-07-16,0.0239625
AED-EIBOR-3M,2008-07-17,0.024
AED-EIBOR-3M,2008-07-21,0.0241875
AED-EIBOR-3M,2008-07-22,0.0241875
AED-EIBOR-3M,2008-07-23,0.0241875
AED-EIBOR-3M,2008-07-24,0.024375
AED-EIBOR-3M,2008-07-28,0.02535
AED-EIBOR-3M,2008-07-29,0.0253125
AED-EIBOR-3M,2008-07-30,0.0259375
AED-EIBOR-3M,2008-08-04,0.02625
AED-EIBOR-3M,2008-08-05,0.0265
AED-EIBOR-3M,2008-08-06,0.0265
AED-EIBOR-3M,2008-08-07,0.0265
AED-EIBOR-3M,2008-08-11,0.0265625
AED-EIBOR-3M,2008-08-12,0.0265
AED-EIBOR-3M,2008-08-13,0.026625
AED-EIBOR-3M,2008-08-14,0.0268125
AED-EIBOR-3M,2008-08-18,0.0275625
AED-EIBOR-3M,2008-08-19,0.0281875
AED-EIBOR-3M,2008-08-20,0.0294375
AED-EIBOR-3M,2008-08-21,0.0294375
AED-EIBOR-3M,2008-08-26,0.0299375
AED-EIBOR-3M,2008-08-27,0.030375
AED-EIBOR-3M,2008-08-28,0.0307813
AED-EIBOR-3M,2008-09-01,0.0309688
AED-EIBOR-3M,2008-09-02,0.0312188
AED-EIBOR-3M,2008-09-03,0.0316875
AED-EIBOR-3M,2008-09-04,0.031875
AED-EIBOR-3M,2008-09-07,0.0320625
AED-EIBOR-3M,2008-09-08,0.0320625
AED-EIBOR-3M,2008-09-09,0.03275
AED-EIBOR-3M,2008-09-10,0.0328125
AED-EIBOR-3M,2008-09-11,0.0330625
AED-EIBOR-3M,2008-09-15,0.03325
AED-EIBOR-3M,2008-09-16,0.03325
AED-EIBOR-3M,2008-09-17,0.03325
AED-EIBOR-3M,2008-09-18,0.034375
AED-EIBOR-3M,2008-09-22,0.036
AED-EIBOR-3M,2008-09-23,0.036125
AED-EIBOR-3M,2008-09-24,0.037
AED-EIBOR-3M,2008-09-25,0.03725
AED-EIBOR-3M,2008-09-29,0.04
AED-EIBOR-3M,2008-10-07,0.045875
AED-EIBOR-3M,2008-10-08,0.0470625
AED-EIBOR-3M,2008-10-09,0.0470625
AED-EIBOR-3M,2008-10-13,0.047375
AED-EIBOR-3M,2008-10-14,0.047375
AED-EIBOR-3M,2008-10-15,0.0467188
AED-EIBOR-3M,2008-10-16,0.0465938
AED-EIBOR-3M,2008-10-19,0.0464688
AED-EIBOR-3M,2008-10-20,0.0464688
AED-EIBOR-3M,2008-10-21,0.0465625
AED-EIBOR-3M,2008-10-22,0.0468125
AED-EIBOR-3M,2008-10-23,0.046375
AED-EIBOR-3M,2008-10-26,0.046375
AED-EIBOR-3M,2008-10-28,0.047375
AED-EIBOR-3M,2008-10-29,0.04775
AED-EIBOR-3M,2008-10-30,0.047875
AED-EIBOR-3M,2008-11-02,0.04775
AED-EIBOR-3M,2008-11-03,0.0468125
AED-EIBOR-3M,2008-11-04,0.0458125
AED-EIBOR-3M,2008-11-05,0.0451563
AED-EIBOR-3M,2008-11-06,0.04475
AED-EIBOR-3M,2008-11-09,0.04475
AED-EIBOR-3M,2008-11-10,0.04475
AED-EIBOR-3M,2008-11-11,0.04475
AED-EIBOR-3M,2008-11-12,0.04475
AED-EIBOR-3M,2008-11-13,0.0446875
AED-EIBOR-3M,2008-11-16,0.044625
AED-EIBOR-3M,2008-11-17,0.044625
AED-EIBOR-3M,2008-11-18,0.044625
AED-EIBOR-3M,2008-11-19,0.045
AED-EIBOR-3M,2008-11-20,0.045
AED-EIBOR-3M,2008-11-23,0.0448125
AED-EIBOR-3M,2008-11-24,0.0445
AED-EIBOR-3M,2008-11-25,0.0443125
AED-EIBOR-3M,2008-11-26,0.0443125
AED-EIBOR-3M,2008-11-27,0.0443125
AED-EIBOR-3M,2008-11-30,0.0441875
AED-EIBOR-3M,2008-12-01,0.0441875
AED-EIBOR-3M,2008-12-03,0.0441875
AED-EIBOR-3M,2008-12-11,0.044125
AED-EIBOR-3M,2008-12-14,0.0439375
AED-EIBOR-3M,2008-12-15,0.0439375
AED-EIBOR-3M,2008-12-16,0.0439375
AED-EIBOR-3M,2008-12-17,0.04425
AED-EIBOR-3M,2008-12-18,0.0441875
AED-EIBOR-3M,2008-12-21,0.0441875
AED-EIBOR-3M,2008-12-22,0.0441875
AED-EIBOR-3M,2008-12-23,0.0441875
AED-EIBOR-3M,2008-12-24,0.0441875
AED-EIBOR-3M,2008-12-25,0.04425
AED-EIBOR-3M,2008-12-29,0.043625
AED-EIBOR-3M,2008-12-30,0.04325
AED-EIBOR-3M,2008-12-31,0.0430625
AED-EIBOR-3M,2009-01-05,0.042875
AED-EIBOR-3M,2009-01-06,0.041875
AED-EIBOR-3M,2009-01-07,0.0411875
AED-EIBOR-3M,2009-01-08,0.0405
AED-EIBOR-3M,2009-01-11,0.039375
AED-EIBOR-3M,2009-01-13,0.039375
AED-EIBOR-3M,2009-01-14,0.039375
AED-EIBOR-3M,2009-01-15,0.0393125
AED-EIBOR-3M,2009-01-18,0.0393125
AED-EIBOR-3M,2009-01-19,0.0393125
AED-EIBOR-3M,2009-01-20,0.0393125
AED-EIBOR-3M,2009-01-21,0.0393125
AED-EIBOR-3M,2009-01-22,0.0383125
AED-EIBOR-3M,2009-01-25,0.0383125
AED-EIBOR-3M,2009-01-26,0.0374063
AED-EIBOR-3M,2009-01-27,0.0364375
AED-EIBOR-3M,2009-01-28,0.036375
AED-EIBOR-3M,2009-01-29,0.036375
AED-EIBOR-3M,2009-02-01,0.036025
AED-EIBOR-3M,2009-02-02,0.036025
AED-EIBOR-3M,2009-02-03,0.0360625
AED-EIBOR-3M,2009-02-04,0.0360625
AED-EIBOR-3M,2009-02-05,0.0360625
AED-EIBOR-3M,2009-02-09,0.0349375
AED-EIBOR-3M,2009-02-10,0.0349375
AED-EIBOR-3M,2009-02-11,0.0349375
AED-EIBOR-3M,2009-02-12,0.034875
AED-EIBOR-3M,2009-02-16,0.0348125
AED-EIBOR-3M,2009-02-17,0.0345
AED-EIBOR-3M,2009-02-18,0.034375
AED-EIBOR-3M,2009-02-19,0.0343125
AED-EIBOR-3M,2009-02-22,0.034375
AED-EIBOR-3M,2009-02-23,0.034375
AED-EIBOR-3M,2009-02-24,0.034
AED-EIBOR-3M,2009-02-25,0.033875
AED-EIBOR-3M,2009-02-26,0.03375
AED-EIBOR-3M,2009-03-01,0.03325
AED-EIBOR-3M,2009-03-02,0.03325
AED-EIBOR-3M,2009-03-03,0.0330625
AED-EIBOR-3M,2009-03-04,0.032875
AED-EIBOR-3M,2009-03-05,0.0326875
AED-EIBOR-3M,2009-03-09,0.0325625
AED-EIBOR-3M,2009-03-10,0.0325625
AED-EIBOR-3M,2009-03-12,0.0321875
AED-EIBOR-3M,2009-03-15,0.0323125
AED-EIBOR-3M,2009-03-16,0.032125
AED-EIBOR-3M,2009-03-17,0.0316875
AED-EIBOR-3M,2009-03-18,0.0310625
AED-EIBOR-3M,2009-03-19,0.030875
AED-EIBOR-3M,2009-03-22,0.0310625
AED-EIBOR-3M,2009-03-23,0.030625
AED-EIBOR-3M,2009-03-24,0.030625
AED-EIBOR-3M,2009-03-25,0.0305625
AED-EIBOR-3M,2009-03-26,0.03025
AED-EIBOR-3M,2009-03-30,0.0295625
AED-EIBOR-3M,2009-03-31,0.0291875
AED-EIBOR-3M,2009-04-01,0.028375
AED-EIBOR-3M,2009-04-02,0.0275
AED-EIBOR-3M,2009-04-05,0.0269375
AED-EIBOR-3M,2009-04-06,0.0268125
AED-EIBOR-3M,2009-04-07,0.026625
AED-EIBOR-3M,2009-04-08,0.0265
AED-EIBOR-3M,2009-04-09,0.0265
AED-EIBOR-3M,2009-04-12,0.0265
AED-EIBOR-3M,2009-04-13,0.02625
AED-EIBOR-3M,2009-04-14,0.02625
AED-EIBOR-3M,2009-04-15,0.02625
AED-EIBOR-3M,2009-04-16,0.026
AED-EIBOR-3M,2009-04-19,0.026
AED-EIBOR-3M,2009-04-20,0.0259375
